Text,Actual,Predict,Score,Variant
hair caps tuk sekali pakai aja y?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
size 95 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
20 pcs ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"redmi 3 prime ready warna apa aja,ada tg nya gk sekalian?",default fallback intent,ready_kosong_question,0.9657692313194275,[]
biru ready? order hari ini krm jam brpa?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
gan 2 kaleng ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg black ready ga gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready kh biru tua dan merah kuning,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: biru', 'warna: merah', 'warna: kuning']"
"halo bos, 25 pcs ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready untuk lenovo p90 ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg pilot garuda ukuran xxl ready stock ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xxl']
barang ready putih garis ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
ready apa aja kak?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
silver ready gan? jual tg nya juga ngga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan? ini for canon ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
body putih - lengan merah cabe <- bahan combed bukan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: putih', 'warna: merah']"
gan ready stok dan apakah carry handlenya bsa dilepas?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"klo untuk ini ready 50 pcs, bisa campur wrna ?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ya sepatu anak slop bunga jeans bunga navy nomor 28,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: navy']
ready. silahkan pilih pengiriman dg tiki ons (kilat),default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready gan yang hitam jepit hitam juga ukuran 41? bisa gojek sekarang?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'size: size 41']"
halo.. yg ready wrn apa aja nih?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
kak yg ready warna apa,default fallback intent,ready_kosong_question,0.9657692313194275,[]
barang ready kak,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gold sama coklat rwady?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: cokelat']
gold ready bos?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
vanila 2 dus ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
lcd e6633 ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sekarang ready warna apa gan ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready 3 pack?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"grab instan, hari ini, ready gan?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size7 ready kak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna pinknya ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ada size 44/45 gak...tks,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready yg muka orang??,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: orange']
adidas hitam ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
size 35nya ready kah ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 41 putih strip hitam ready gak gan..?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['size: size 41', 'warna: putih', 'warna: hitam']"
"gan mau pesan 5 pasang, ready gak?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
masih ready kak??? warna item???,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
silver/gold ready om?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna full black ada gak min size 40,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 40']
ini ready v ukuran m?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size m']
buat gsx r150 ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan ready size m,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size m']
"mau beli lagi. moscotnya bagus. ready? eh, jual bantalan kacamata ga?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready gan , ini bisa 3 speed ya",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
untik redmi 3 pro ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kang masih ready stok?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
19 pcs ready dan bisa langsung kirim gan hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kalo ukuran l no brapa gan,default fallback intent,ready_kosong_question,0.9657692313194275,['size: size l']
"gan,ready? thanks",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready gak gan kalau order hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barangnya masih ready gan? mau repeat order lgi nihh gan :d :d,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan? ini ori?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sis ini ready? kalau yang mini square set gak jual ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
cahaya putih atau kuning?,default fallback intent,ready_kosong_question,0.9657692313194275,"['warna: putih', 'warna: kuning']"
"pagi..ready lion hijau, deer kuning, zoo biru n merah?",ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hijau', 'warna: kuning', 'warna: biru', 'warna: merah']"
sist ini 18 m motif mana yg ready?db,default fallback intent,ready_kosong_question,0.9657692313194275,[]
gan saya mau order satu ni yang warna hitam masih ready ga gan ????,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ready gan buat j7 prime ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
mau tanya sist obat nya masih ready kah?caranya bagaimana?yg untuk sebulan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready 2 unit ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
-525 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
readi wrna apa aja???,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ukuran 30/35 batang 5mm (aa) ready gx gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
masih ada gan warna cokelat sz 42,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: cokelat', 'size: size 42']"
12pcs ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"halo gan, ready warna apaa? kaca glossy atau doff ya?",default fallback intent,ready_kosong_question,0.9657692313194275,[]
stocknya ready pak,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
beige ready? kirim cilegon bisa? thx,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: beige']
ready warna apa aja sist ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
warna hitam motif warna merah ad ga,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: merah']"
ready 300pc?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
pink muda size 3 ready sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"dijamin baru, original dan garansi ya pak? barang ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan ukuran 41 dan 43 ready stok gan....?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 41']
hijau stabilo ukuran 43 redy gx,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hijau', 'size: size 43']"
ready gan dan brp kilo ini gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"sis,,yg feet up overnight mois ready ga? ( bukan yg comfor loh)",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
bang warna item 31 ready kan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready gan? saya order ya,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ada game terbarunya gak kaya pes 2018,default fallback intent,ready_kosong_question,0.9657692313194275,[]
xl hitam list merah ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: merah']"
readyy warna apa ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready untuk a37,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"bos, garnish chrome silver ada? ready stock? barang ori ahm?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
striping vixion yg merah ready gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
loho movca liho gray ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"yg amwarna biru ready,,??",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
ready buat q6?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
l ready warna apa sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan yg biru train no 4 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
siang gan. mau tanya harga sudah termasuk mmc atau blm ? terima kasih,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready spt digambar gan? strip silver..dial putih ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
ready jne,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
album animal kaiser uk jumbo ready warna apa aja?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
masih ready gan..?? kirim via gojek hari ini bisa ya..??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
m nya ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan?? ori ga,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan yang ready warna apa,default fallback intent,ready_kosong_question,0.9657692313194275,[]
warna hitam size m ready bos ??,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'size: size m']"
sis... warna mintx ada ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
biru dongker uk xl ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: biru', 'size: size xl']"
ready gan? bisa kirim ke medan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
50pasang ready? ukuran brp?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
l ready ga gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran l ada yang warna hitam ?? tlg kbr ya tq,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['size: size l', 'warna: hitam']"
hitam 37 dan 41 ready,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ready gan frame sx4 nya,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready, perumnas 2 bekasi",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready banyak ga mau ambil 5,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ga kk?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready kak, barangnya?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gak buat ip7 plus,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
purple l ready,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready kapan sis?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
"untuk 35 watt dan 25 watt nya ready gan,?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ada warna apa aja? pakai kawat ya?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
37 dan 40 ready kak. tolong di jwb ya.,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sis.size m ready 2 pcs,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
lampu utama / tengah ny putih ga gan?,default fallback intent,ready_kosong_question,0.9657692313194275,['warna: putih']
ready gan? ukurannya ada berapa aja?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
xs merah ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
"untuk bb 72kg, muat tdk ya ? ready warna apa ?",default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready. luar ponti gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
36 white. ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan ane mau order ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
masih ada gan warna biru tua,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
iphone 6 plus ready warna apa aja?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready gak gan warna hitam,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
gan black size 9 & gold size 6 ready g?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['size: size 9', 'size: size 6']"
mbak yg biru mah ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
warna ungu ready sist???,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: ungu']
untuk samsung j7 2016 ready gan??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 41 ada warna apa aja?,default fallback intent,ready_kosong_question,0.9657692313194275,['size: size 41']
"ready kah bos, dg jumlah ini : merah=200, hitam=200, kuning=200, biru=100",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
38 ready kak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
summer size xl sdh ada sis? tempo hari order kan dibilang kosong jd ganti warna.,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xl']
"gan, yang white ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready warna apa bos,default fallback intent,ready_kosong_question,0.9657692313194275,[]
hitam utk iphone 7 plus ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
arinna ukuran xl ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xl']
warna hitam ready? bias kirim gojek hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"warna hitam, biru turkis tua, sama silver tua nya ada?",ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: biru']"
sis ini ready semua rasa?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
shade 21 ada sis ? apricot beige ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: beige']
hello kitty yaa... ready kan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 45 nya ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 45']
pink sm mocca ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg redmi note 4x ready wrna apa ajaa sist?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready dan ori?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
buat anak umur 8 thun ready untuk anak laki-laki,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran m untuk baju dgn kode 4214 long purple ada nggak gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size m']
warna pink ready kah? bisa go send?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kapan ini ready nya gan,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready size m sis,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size m']
warna putih ready? bisa gojek kan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
xl lb brp gan? warna hitam ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
warna hitam ready ga gan? ada tulisan samsung nya kan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"untuk macbook pro 13"" black ada?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready hitam? mau gosend,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
redy gan hari ini ??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready barangnya?mau pake gojek,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
readykah yg warna putih mas,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
gold utk ip 6+ ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan stok redy gak.warna apa aja,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sis mau putih ada size 37,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: putih', 'size: size 37']"
j5 prime ready ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready warna apa ajah om?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
foto yg nomor 2 ready gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
bonus tas nya masih? ambil 2dozen ready ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ga wrna biru?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
barang ready ga gan ? perlu dipasan anti gores gak ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sis ini ada warna pink kombinasi peach dan putih gak?,default fallback intent,ready_kosong_question,0.9657692313194275,['warna: putih']
ini 1 set nya sudah sama lampu nya semua kan? sdah siap pake kan?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
hijau ready kak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
ready gak gan ?? md531ae/a,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 33 ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 33']
gan yang warna merah masih ready gak??,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ready warna silver gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
merah hitam size m ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: merah', 'warna: hitam', 'size: size m']"
pnya yg ukuran lebih pjg ga sist?kl ga slh 60x160..hrg brp ya kl ada?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ada yg tinta hijau kah ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
"ready gak gan, warna merah",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
retro red l ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready mas? model slim mepet kaca?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg non cepol warna hitak ready sist?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sm nya ready ka?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
salur hijau ready ngak,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
ready 3 botol gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ini uda ready lg sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
jepitan kayunya yg tanpa warna/cat alias natural ada ga gan??,default fallback intent,ready_kosong_question,0.9657692313194275,[]
2 kaleng vanilla 800 gr masih ready gak ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan yg hitam pekat ada?itu all size yah,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
untuk cat acrylic warna putih.y jika diaplikasikan ke kayu dengan takaran tipis ...warna.y menjadi transparan atau tetap putih?,default fallback intent,ready_kosong_question,0.9657692313194275,['warna: putih']
ukuran l yang ready apa?,default fallback intent,ready_kosong_question,0.9657692313194275,['size: size l']
ready mangkuknya?klo ga pake tile berapa harganya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ori, cover ungu & ready ???",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: ungu']
hitam size 33 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'size: size 33']"
ready ga sis?pengiriman gojek?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
putih ready ka,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
kalo buat nmax per sentri pakai punya apa? ini ready?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
gan masih ready gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"support untuk windows 10 gak gan dan cocok gak buat hardisk laptop ? kalo ready, info kan gan. trims",default fallback intent,ready_kosong_question,0.9657692313194275,[]
"ready, min? orikan ya",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ada yg ukuran 95?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
hitam ready gan ? udh free windows blm dan office,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ini yg bunga putih atau merah ya? kalau misalnya beli 10 bibit campur merah & putih bisakah?,default fallback intent,ready_kosong_question,0.9657692313194275,"['warna: putih', 'warna: merah', 'warna: merah', 'warna: putih']"
xxl ada warna apa gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ini ready gak? bisa gojek?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg ungu plain purple ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: ungu']
2x1 ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"untuk ukuran xl ready gan.,??",ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xl']
gan barang ready ga kalo ready ane mau langsung order nihh,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready?? warna apa aja..,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ada warna apa aja selain ini ya?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
