intent_name,user_says
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback dari pembelian produk promo garuda food belum masuk (barang sudah diterima)
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sudah lebih dr 1x24 jam tp benefit promo belum saya terima juga
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback belum diterima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,benefit ngga ada
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,benefit promo belum saya terima dsn transaksi sudah berhasil
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Transaksi sudah berhasil, tp benefit promo cashback 20.000 belum masuk"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Transaksi berhasil tapi tidak dapat benefit promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,transaksi berhasil tidak ada promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback ga dpt
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"transaksi promo cashback garudfood saya ko cashbacknya belum diterima yah?padahal transaksi sudah selesai dan udh kasih ulasan, nunggu 1x24 jam pun sudah.."
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cash back 50.000 dari pembelanjaan flash sale blm didapat?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,benefit kaga ada
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Kok sya g dpet promo 10.000 yg JTONGKIR ya..
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Sudah lewat 1×24 jam tapi saya belum juga menerima benefit promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya menanyakan cashback saya atas order no INV/20180502/XVIII/V/156610856 yang telah saya selesaikan
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,pulsa sdh masuk namun masih blm mendapatkan benefit promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback blm juga masuk .... promo benaran apa bohongan sih??????
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,bos saya kan transaksi tapi dapet tuker casback tu dapet 34 rb tapi kok pas transaksi kok g berkurang
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sampai saat ini belum mendapatkan cashback promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sudah lebih dari 1x24 jam benefit promo tidak saya terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"transaksi berhasil, tapi tidak mendapat benefit promo"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya bingung kenapa ga dapat cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa cashback saya tidak masuk ☹ tolong cek ☹
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Kenapa cash back saya selalu ga masuk..? Dan alasan nya selalu ada kesamaan identitas terus ,, identitas siapa..?? Tidak ada kesamaan dalam identitas saya"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Dana bank saya terdebet atas transaksi VCN utk top up e channel Tokopedia senilai Rp2.030.000,00 namun saldo toko cash saya tidak bertambah. Mohon tracking uang sy sebesar Rp2.030.000,00 lari kemana"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Pd hr sabtu tgl 24 Nov 2018 sy melalukan pembelian di toko M Brught koq cashbacknya bln sy trm. Terima kasih.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Pakai kode promo cashback untuk pemesanan tiket kereta api tapi tidak mendapatkan cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Pak/Bu, kmrn sy byr tagihan kartu kredit. Cashback nya liat dmn ya? Kok sptnya sy gak dpt cashback? Cashback msk ke Ovo Point/Ovo Tunai/Toko Point ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Cashback tidak masuk, kenapa kok cashback nya tdk masuk bahkan sampai saya tiba setelah menggunakan tiket pesawat tsb,"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Cashback tidak diterima , padahal sudah selesai konfirmasi barang"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback saya blm masuk ke saldo ovocash
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback pembelian Token PLN sejak kemarin 25 Nov belum diterima di akun Tokocash (ovo)
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback pembelian sy sampe skrg gk ada penyelesaian
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cash back pembayaran kartu kredit pada tanggal 22 nov 2018 hilang karena transaksi tidak berhasil
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback dari pembelian tiket pesawat belum masuk ke dalam tokocash
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cash back atas transaksi kartu kredit saya tidak masuk ke ovo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,promo cashback yang belum di dapat sampai sekarang
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Promo cashback menggunakan ovo blm dapet cashback, mohon dicek. Thanks"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Promo cash back 10% berupa point tidak ada masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Pembelian tiket kereta api kenapa tidak mendapatkan cashback ? kemarin sudab pakai kode COBADONG
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Pembelian dgn kupon, setelah barang diterima cashback blm diterima"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Pembayaran sudah berhasil dibayar,casback belum masuk/belum saya terima"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Terkait cashback promo yg dijanjikan kemarin kok masih blm masuk ya? ;sy melakukan pembelian tiket kereta api dengan kode voucer TOPED dikatakan akan mendapatkan cashback, tp setelah transaksi selesai dana cashbacknya ga masuk"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya mau menanyakan tentang cashback untuk produk jas hujan acold
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Tidak dapat ovo point atau cashback 100rb
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Tidak mendapatkan cashback promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Transaksi pembelian sudah selesai. Dana program cash back belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Sampai sekarang saya belum dapat cash back dari kode promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya tidak mendapatkan benefit cash back
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tidak mendapat benefit cashback padahal transaksi pembelian tiket pesawat sudah berhasil
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya tidak mendapat benefit cashback padahal transaksi pembelian tiket pesawat sudah berhasil
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya telah melalukan pembayaran PDAM. Tetapi cashback belum saya terima.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya sudah masukan promo cashback dengan kode GAJIANSERU, namun tidak ada cashback yang di dapat"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,setiap sya melakukan transaksi pembayaran angsuran.saya menunggunakan kodevoucher pasti tidak pernah dapat benefit
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Transaksi tdk berhasil tapi cashbacl ovo belum diberikan
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Transaksi telah selesai , waktu telah melebihi 2 x 24 jam cash back belum saya terima"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit, point cashback nya kok blm masuk ya? Padahal saya pake kode promo cobadong.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback udh 1 bulan belom masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Untuk cashback promo belum saya terima mohon bNtuan
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback tdk masukk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"2 hari yg lalu saya membeli tiket kereta dengan kupon cashback 45ribu, tetapi saya cek di akun pesanan saya tidak terdapat tiket yg sudah saya beli dan tidak ada cashback yg saya terima. Mohon penjelasanya terimakasih"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback tidak masuk ke ovo sy
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback transaksi terkhir belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Transaksi saya sudah berhasil kenapa tdk dpt ovo point
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa saya belum dapat tokocash padahal saya sudah selesai transaksi
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Admin ini invoice sudah transaksi selesai tapi tidak ada caahbacknya.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,transaksi berhasil tapi vocher cusbak nya tidak dapat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback saya kok belum diproses
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,selamat malam saya mau menanyakan mengenai castback yang belum diterima sampai saat ini
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Kenapa cash back saya belum sampai ya ke ovo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,barang sudah sampai tapi casbek saya ngak keluar
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya sudah memakai kupon dan barang sudah sampai tetapi saya belum memperoleh cashbacknya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,pulsa saya sudah masuk tapi cashbacknya belum
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cahback tiket
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,belum menerima cash back ke OVO dari pembelian tiket pesawat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Sy transaksi tiket pesawat belum dapat cashback 250rb
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,casback pembayaran bpjs blum masuk k tokocash
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya ada pembayaran PLN, cashback nya kok belum masuk ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya abis bayar listrik tapi cashbacnknyaa ko belum masuk ya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cash back saya beli pulsa listrik td pagi kok belum masuk ya?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sudah transaksi casback belum masuk bagaimana ini
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback pembelian tiket kereta
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Halo, saya mau tanya untuk cashback pembeliam tiket pesawat saya belum masuk"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya melakukan pembayaran PLN, sebelum pembayaran saya mendapatkan cash back 40 ribu lebih ... tp setelah pembayaran cash back itu masuk kemana"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback tiket pesawat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa promo cashback atas pemesanan tiket pesawat saya belum diberikan?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sya baru saja transaksi tiket pesawat....cashback koq belum diterima??
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya belum dapat cashback dari pembelian tiket pesawat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa cashback pembelian tiket pesawat saya blom masuk ke Ovo ?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,belum menerima cashback pembelian tiket pesawat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa cash back saya atas pembayaran listrik belum masuk saldo y?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,casback belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashbak saya belum terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"casha back blm diterima, transaksi berhasil"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,udh dikirim uang saya tp blm ada diterima dr toko pedia
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tolong pembelian bpjs mengunakan vocer bpjspasti saya belum mendapatkan chesback nya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sampai saat ini saya blm mendapat cashbacknya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,belum dapat cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"barang diterima dan semua selesai, cashback tdk ada aama sekali"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback dari toko tidka muncul padahal sudah konfirm dan cashback dari kupon tidak muncul
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,nominal yang diterima hanya dari satu promo hallowen yaitu rp 47.250 seharusnya yang ditermua adalah 94.500. notifikasinya juga hanya sekali seharusnya dua kali karena saya melakukan 2x pembelian sengan kode hallowen
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,bu transaksi saya 2 kali pakai promo payday300 tdk dpt cash back 2-2nya berikut gambarnya sy kirimkan..
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"tadi saya telah melakukan pembelian tiket pesawat, dan saya menggunakan kode cashbach 250 ribu, trus saya telah membayar tiket nya, knapa blum ada cashback yang masuk ke tokoCash saya ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"transaksi pembelian tiket pesawat saya sudah berhasil, tetapi mengapa saya belum mendapatkan cashback nya ?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Dana ditahan oleh Admin TokoCash Penarikan Cashback Transaksi Tiket Pesawat PGS-7IRGY-EWW1 TokoCash Tx ID #110421671 - 3 hours ago
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya beli tiket pesawat dengan invoice PH8-TDDI3-2ZIH dan menggunakan kode promo &#34;toped&#34; dan dijanjikan cashback 121.000 namun kenpa belum masuk juga?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya melakukan pembayaran pln di tgl 18 okt tp cashback tidak masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Dear Toped, saya mau nanya kenapa cashback dari transaksi terakhir pembayaran Tagihan Listrik, BPJS dan PAM belum masuk ke Tokocash sampe sekarang ? Transaksi sudah berhasil sejak tadi pagi sekitar jam 6an"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback pembayaran rekening listrik belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya punya cashback belum diterima atas pembelian token listrik.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,promo toped saya belum masuk sebesar 200 ribu
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,casback saya belum masuk ya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tokocash promonya masih belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Saya mau menanyakan kenapa cashback senilai Rp. 40,000-an dari transaksi saya terakhir, yaitu pembelian pulsa listrik belum masuk sampai hari ini?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback saya atas pembelian di kategori deals belum masuk. Pdhl pembayaran dan voucher makanan sudah saya terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Mengapa cashback untuk transaksi PLN saya belum masuk?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"cash back belum masuk ke ovo, dari bayar listrik pasca bayar"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,mohon bantuanny mengenai pembyran kartukredit saya yg sudah berhasil tapi cashbackny belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,barang sudah di terima tapi cash backnya tak kunjung dapet
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback promo pln saya belum dikirim
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,knp cahback ny belum saya terima sampai skrg ya ?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya belum menerima cashback sampai dengan saat ini
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashbak belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,INVIDTAG cashback mengapa belum masuk ya dari hari sabtu?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cesbek belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,halo mau tanya saya tadi transaksi dgn menggunakan kode promo dgn mendapatkan cash back
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,pada saat pesanan sampai kenapa cashback tidak masuk ke tokocash
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya mau nanya terkait pembatalan cashback?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"malam admin , saya blanja hampir 1,500,000 lebih dan saya menggunkan kupon casback sbelum belanja dan di sana tertera sekitar 118.000 , tapi kenapa setealh semua transaksi selesai dana belum masuk ??"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cash back kenapa belum sampai ?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sudah saya input kuponnya. potensi benefit tertulis sekitar Rp. 160 ribu. tapi sampai barang sampai benefit tersebut belum sampai
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tolong di respon cashbacknya saya sampai sekarang masih blom dapat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa cashbcak saya di batalkan?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback transaksi saya belum saya terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa cashback saya dibatalkan
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sy liat di akun sy kupon yg tgl 15 masih ada. apa masih bisa digunakan itu... kemaren di gunakan sy gak ada dapat casback nya..
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,barusan sy beli tiket pesawat dgn kupon voucher 200rb...dan sy sdh melakukan pembayaran berhasil...tapi  cashback tokocash blum bertambah 200rb
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Cashback 7,5% sampai dg 200rb. Saya sdh pakai kupon saya. Ternyata tdk ada cashback. Padahal transaksi Rp 3,274,000"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa saya belum mendapatkan cashback dr transaksi token listrik yang menggunakan kupon ?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashback beli pulsa
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Selamat pagi Toped.. Saya mau tanya, saya ada beli pulsa &amp; bayar menggunakan kode promo.. Tapi koq cashback nya tidak ada ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"sy br sj membeli token listrik rp. 200,000 sy menggunakan kode promo GAJIAN SERU, tp kenapa tdk dpt cashback ya? biasanya langsung dapat, dan sy tdk pernah kecewa."
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tp koq ga dpt toko cash ongkir 25 rb?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Kenapa casback belum masuk sesudah transaksi produk tagihan ..?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Mau bertanya, saya memakai voucher cahshback, tetapi cahshback tidak masuk sudah lebih dari 1x24 jam"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,siang. sy ada transaksi pembelian beberapa produk digital tapi cashbacknya belum masuk. bisa tolong bantu cek? tks
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Tetapi sampai dengan sore ini, cash back belum saya terima, saldo toko cash saya masih tidak berubah"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Tapi saya belum menerima cash back sampai sekarang
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,mau Tanya mengenai cash back yang belum diterima bisa?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tetapi belum saya terima cashbacknya???
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya ada beberapa bayar tagihan, cash backnya belum diterima, apakah ada kendala?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashbacknya belum saya terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa sampai saat ini saya belum mendapatjan cashback dari pembayaran tv kabel?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashbacknya belum saya terima hingga hari ini
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit, hingga hari ini belum dapat cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya sdh konfirmasi penerimaan barang, tapi nilai cashback kok belum masuk yah?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Tapi sampai sekarang belum juga ada dikirim gift cardnya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Kenapa cash back saya belum dikirim ya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"mana bonus cas back transaksi cicilan angsuran acc saya, ko belum dikirim"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kok cash ga dikirim kirim
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,utk tokocash nya koq belum nambah??
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya tidak mendapatkan lucky egg promo
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa ya kak..akhir akhir ini setiap selesai pembelian di toped tidak ada gratis ongkir seperti dulu..biasanya akan ada telur tuhh..di pecahkan ada gratis ongkir..tapi sekarang nggak ada..trkmkasihh
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,toko cash saya tidak bertambah
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya mau tanya koq ga dpt cashcack yaa
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sdh saya lihat dan berhasil tapi cash backnya mana??
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,mengapa saya tidak mendapatkan point lucky egg dan casback saya tidak tertambahkan ?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Koq ga dpt cashbacck ya?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Ivr/20181027/XVIII/87192987 INVIDTAG. SY baru selesai transaksi tapi tidak dapat lucky egg.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,no pesanan 220630693 barang sudah sampai dan sudah klik di terima tp knp cashbacknya tidak ad
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,bisa digunakan namun tidak ada cashback yang saya terima
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"poin memang bertambah, tapi toko cash dari kupon pembelian tgl 15 oktober sebesar 7,5% atau maksimum 150rb dari total pembelian yg tidak bertambah"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,transaksi pake kupon tapi benefit gak muncul
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tidak mendapatkan cashback padahal saya sudah melakukan transaksi menggunakan kupon
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Yg tertera saat transaksi akan ada cashback Rp.75.000
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Selamat pagi Tokopedia, td pagi sy melakukan transaksi pembayaran kartu kredit sebesar Rp 3.500.000,- dg menggunakan kupon promo cashback &#34;TOPED&#34;, pembayaran sudah berhasil tp koq cashback-nya gak ada ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya ada pembayaran tv kabel first media dengan kupon tagihanirit yg seharusnya ada cashback 22rb, sdh saya bayar tapi cashback tidak ada."
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya menggunakan kupon saya untuk pembelian tetapi tidak mendapatkan cash back.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,bisa dibantu untuk cashback saya di GAJIANSERU blm msk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Cashbak tidak dapat
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya tidak menerima casbacnya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tidak berhasil dapat cb
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,knp tidak saya terima casback dr transaksi usb
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,disitu saya pakai kupon cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kemrn saya pake kupon cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"Kemarin saya belanja pakai kupon cashback 100 ribu, biasanya setelah membayar langsung dapat cashback, tetapi kenapa yang transaksi memakai kupon sampai sekarang belum dapat cashback?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Tokopedia saya 2 kali beli voucher kfc kenapa cash back gga masuk ke toko cash saya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya melakukan 2 pembayaran kartu kredit dengan Kode promo TOPED tapi belum mendapatkan cashback..Mohon konfirmasinya..Terima Kasih
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,sy sudah melakukan 4x pembayaran bpjs dengan menggunaka. vocher akan tetapi ko sy belum menerima 2x cashback dri pe nggunaan vocher?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"saya udah 2x transaksi digital pake kode GAJIANSERU, kenapa cashbacknya gak masuk ya?"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Saya sdh 2 kali beli pulsa pakai gajianseru tapibgak dpt cashbacknya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya telah melakukan Transaksi pembayaran listrik sebanyak tiga kali dan cashback promo yang masuk cuma dua kali sedangkan promo cashback yang Nomor rekening Listrik yang 539410726618 belum masuk
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya ada bayar tv kabel 2 x.kok ngk ada cssh backnya?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"hi toped, td sy ada transaksi pembayaran kartu kredit sebanyak 2x. masing2 mendapatkan tokocash 50.000 dengan memasukkan kode &#34;toped&#34;. transaksi udh berhasil, tp tokocashnya blm diterima.."
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"trx 4x tgl 27 okt lalu,kenapa baru 2 cashback yg masuk ya,kak"
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya belum menerima cash back 2 x pembelian vhoucer pb di kode halloween
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,pembelian pulsa dengan kode cashback sudah 2 kali cashback tdak masuk kedalam tokocash saya.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,hallo tokopedia saya sudah melakukan pembayaran dan mengunakan kupon cash back tetapi sudah 2x pembayaran blom masuk cashback nya
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,bonus cashback saya kok blum saya terima setelah mengisi e toll...
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,kenapa saya belum dapat tokocash padahal saya sudah selesai transaksi...???
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,pada saat pesanan sampai kenapa cashback tidak masuk ke tokocas
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"barang diterima dan semua selesai, cashback tdk ada aama sekali."
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,belum dapat cashback.
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya melakukan pembayaran PLN dengan memasukan kode PLNPASTI.  sebelum pembayaran saya mendapatkan cash back 40 ribu lebih ... tp setelah pembayaran cash back itu masuk kemana ?? sampai skrng
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Knp cash back saya belum masuk juga??
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Sy bayar listrik 4 kali dan bayar telp rumah 2x tp kok belum dapat cash back nya ya?
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,Sy tadi bertransaksi pembayaran pln 2x dengan potensi cashback 75 rb dan 50 rb. Mohon dicek...
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,tapi setelah saya pakai ternyata saya tidak dapat cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,cashback belum terkirim
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,saya tidak mendapatkan cashback
promo_transaksi_berhasil_tapi_tidak_mendapat_benefit,"cashback promo belum masuk, kode voucher GAJIANSERU"
